degree,essay_text_len,clevel,gen,sgroup,test_preparation
60,0,Expert Level,Male,ClassD,0
86,867,Beginner Level,Male,ClassD,1
80,804,Intermediate Level,Male,ClassB,0
53,533,Intermediate Level,Male,ClassB,0
81,817,Beginner Level,Male,ClassB,1
87,0,Intermediate Level,Male,ClassB,1
74,744,Beginner Level,Male,ClassB,0
75,755,Beginner Level,Male,ClassB,0
82,825,Intermediate Level,Male,ClassB,1
89,897,Intermediate Level,Male,ClassB,1
55,556,Expert Level,Male,ClassB,0
73,733,Beginner Level,Male,ClassB,0
39,0,Intermediate Level,Male,ClassA,0
41,413,Intermediate Level,Male,ClassA,0
60,605,Beginner Level,Male,ClassA,0
48,484,Intermediate Level,Male,ClassA,0
53,0,Beginner Level,Male,ClassA,0
50,504,Beginner Level,Male,ClassA,0
60,606,Intermediate Level,Male,ClassA,0
50,504,Intermediate Level,Male,ClassA,0
57,574,Expert Level,Male,ClassA,0
39,0,Beginner Level,Male,ClassA,0
97,973,Intermediate Level,Male,ClassE,1
99,0,Intermediate Level,Male,ClassE,1
71,716,Beginner Level,Male,ClassE,0
72,0,Intermediate Level,Male,ClassE,0
93,937,Beginner Level,Male,ClassE,1
96,963,Beginner Level,Male,ClassE,1
76,0,Intermediate Level,Male,ClassE,0
84,0,Intermediate Level,Male,ClassE,1
70,702,Expert Level,Male,ClassE,0
95,955,Beginner Level,Male,ClassE,1
89,896,Intermediate Level,Male,ClassD,1
70,703,Intermediate Level,Male,ClassD,0
83,835,Beginner Level,Male,ClassD,1
87,876,Intermediate Level,Male,ClassD,1
54,544,Beginner Level,Male,ClassD,0
62,623,Beginner Level,Male,ClassD,0
81,814,Intermediate Level,Male,ClassD,1
66,0,Intermediate Level,Male,ClassD,0
69,0,Expert Level,Male,ClassD,0
71,713,Beginner Level,Male,ClassD,0
66,0,Intermediate Level,Male,ClassD,0
98,987,Intermediate Level,Male,ClassD,1
79,794,Beginner Level,Male,ClassD,0
87,0,Intermediate Level,Male,ClassD,1
66,663,Beginner Level,Male,ClassD,0
82,823,Beginner Level,Male,ClassD,1
63,0,Intermediate Level,Male,ClassD,0
76,766,Intermediate Level,Male,ClassD,0
60,607,Expert Level,Male,ClassD,0
98,0,Beginner Level,Male,ClassD,1
78,0,Intermediate Level,Male,ClassA,0
67,0,Intermediate Level,Male,ClassA,0
88,885,Beginner Level,Male,ClassA,1
50,503,Intermediate Level,Male,ClassA,0
58,586,Beginner Level,Male,ClassA,0
39,392,Beginner Level,Male,ClassA,0
54,0,Intermediate Level,Male,ClassA,0
69,696,Intermediate Level,Male,ClassA,0
59,592,Expert Level,Male,ClassA,0
56,563,Beginner Level,Male,ClassA,0
61,617,Intermediate Level,Male,ClassD,0
58,583,Intermediate Level,Male,ClassD,0
86,0,Beginner Level,Male,ClassD,1
81,815,Intermediate Level,Male,ClassD,1
85,853,Beginner Level,Male,ClassD,1
80,802,Beginner Level,Male,ClassD,0
80,804,Intermediate Level,Male,ClassD,0
77,0,Intermediate Level,Male,ClassD,0
83,0,Expert Level,Male,ClassD,1
72,0,Beginner Level,Male,ClassD,0
78,0,Intermediate Level,Male,ClassE,0
92,924,Intermediate Level,Male,ClassE,1
80,0,Beginner Level,Male,ClassE,0
87,877,Intermediate Level,Male,ClassE,1
72,723,Beginner Level,Male,ClassE,0
81,0,Beginner Level,Male,ClassE,1
89,893,Intermediate Level,Male,ClassE,1
86,864,Intermediate Level,Male,ClassE,1
88,886,Expert Level,Male,ClassE,1
87,873,Beginner Level,Male,ClassE,1
74,744,Intermediate Level,Female,ClassA,0
87,873,Intermediate Level,Female,ClassA,1
84,0,Beginner Level,Female,ClassA,1
84,845,Intermediate Level,Female,ClassA,1
47,474,Beginner Level,Female,ClassA,0
65,654,Beginner Level,Female,ClassA,0
53,534,Intermediate Level,Female,ClassA,0
61,615,Intermediate Level,Female,ClassA,0
44,444,Expert Level,Female,ClassA,0
83,835,Beginner Level,Female,ClassA,1
81,814,Intermediate Level,Male,ClassA,1
72,722,Intermediate Level,Male,ClassA,0
55,553,Beginner Level,Male,ClassA,0
79,796,Intermediate Level,Male,ClassA,0
66,0,Beginner Level,Male,ClassA,0
66,665,Beginner Level,Male,ClassA,0
80,0,Intermediate Level,Male,ClassA,0
68,0,Intermediate Level,Male,ClassA,0
48,0,Expert Level,Male,ClassA,0
82,0,Beginner Level,Male,ClassA,1
90,903,Intermediate Level,Male,ClassE,1
87,874,Intermediate Level,Male,ClassE,1
87,875,Beginner Level,Male,ClassE,1
86,0,Intermediate Level,Male,ClassE,1
98,987,Beginner Level,Male,ClassE,1
88,0,Beginner Level,Male,ClassE,1
74,0,Intermediate Level,Male,ClassE,0
76,0,Intermediate Level,Male,ClassE,0
92,926,Expert Level,Male,ClassE,1
94,0,Beginner Level,Male,ClassE,1
74,0,Intermediate Level,Male,ClassB,0
85,854,Intermediate Level,Male,ClassB,1
45,454,Beginner Level,Male,ClassB,0
88,0,Intermediate Level,Male,ClassB,1
80,804,Beginner Level,Male,ClassB,0
74,743,Beginner Level,Male,ClassB,0
83,832,Intermediate Level,Male,ClassB,1
78,783,Intermediate Level,Male,ClassB,0
73,0,Expert Level,Male,ClassB,0
73,736,Beginner Level,Male,ClassB,0
86,862,Intermediate Level,Male,ClassD,1
93,935,Intermediate Level,Male,ClassD,1
83,0,Beginner Level,Male,ClassD,1
64,644,Intermediate Level,Male,ClassD,0
78,0,Beginner Level,Male,ClassD,0
71,715,Beginner Level,Male,ClassD,0
52,525,Intermediate Level,Male,ClassD,0
75,0,Intermediate Level,Male,ClassD,0
83,833,Expert Level,Male,ClassD,1
52,522,Beginner Level,Male,ClassD,0
42,424,Intermediate Level,Female,ClassA,0
51,514,Intermediate Level,Female,ClassA,0
89,0,Beginner Level,Female,ClassA,1
51,513,Intermediate Level,Female,ClassA,0
89,895,Beginner Level,Female,ClassA,1
61,0,Beginner Level,Female,ClassA,0
85,0,Intermediate Level,Female,ClassA,1
53,537,Intermediate Level,Female,ClassA,0
47,0,Expert Level,Female,ClassA,0
88,886,Beginner Level,Female,ClassA,1
72,725,Intermediate Level,Male,ClassA,0
59,0,Intermediate Level,Male,ClassA,0
84,845,Beginner Level,Male,ClassA,1
47,473,Intermediate Level,Male,ClassA,0
70,706,Beginner Level,Male,ClassA,0
73,735,Beginner Level,Male,ClassA,0
46,466,Intermediate Level,Male,ClassA,0
41,0,Intermediate Level,Male,ClassA,0
66,667,Expert Level,Male,ClassA,0
86,0,Beginner Level,Male,ClassA,1
85,852,Intermediate Level,Male,ClassA,1
61,0,Intermediate Level,Male,ClassA,0
43,434,Beginner Level,Male,ClassA,0
76,766,Intermediate Level,Male,ClassA,0
64,645,Beginner Level,Male,ClassA,0
43,0,Beginner Level,Male,ClassA,0
49,0,Intermediate Level,Male,ClassA,0
76,0,Intermediate Level,Male,ClassA,0
46,0,Expert Level,Male,ClassA,0
54,0,Beginner Level,Male,ClassA,0
60,0,Intermediate Level,Male,ClassC,0
64,645,Intermediate Level,Male,ClassC,0
61,614,Beginner Level,Male,ClassC,0
88,0,Intermediate Level,Male,ClassC,1
71,713,Beginner Level,Male,ClassC,0
85,856,Beginner Level,Male,ClassC,1
65,653,Intermediate Level,Male,ClassC,0
87,876,Intermediate Level,Male,ClassC,1
88,886,Expert Level,Male,ClassC,1
85,854,Beginner Level,Male,ClassC,1
71,0,Intermediate Level,Male,ClassD,0
60,602,Intermediate Level,Male,ClassD,0
54,0,Beginner Level,Male,ClassD,0
56,564,Intermediate Level,Male,ClassD,0
50,502,Beginner Level,Male,ClassD,0
82,826,Beginner Level,Male,ClassD,1
86,862,Intermediate Level,Male,ClassD,1
73,0,Intermediate Level,Male,ClassD,0
52,527,Expert Level,Male,ClassD,0
57,0,Beginner Level,Male,ClassD,0
85,0,Intermediate Level,Female,ClassC,1
88,882,Intermediate Level,Female,ClassC,1
88,886,Beginner Level,Female,ClassC,1
64,644,Intermediate Level,Female,ClassC,0
85,852,Beginner Level,Female,ClassC,1
71,0,Beginner Level,Female,ClassC,0
87,874,Intermediate Level,Female,ClassC,1
86,862,Intermediate Level,Female,ClassC,1
73,737,Expert Level,Female,ClassC,0
68,0,Beginner Level,Female,ClassC,0
91,913,Intermediate Level,Male,ClassB,1
73,0,Intermediate Level,Male,ClassB,0
76,0,Beginner Level,Male,ClassB,0
43,433,Intermediate Level,Male,ClassB,0
80,802,Beginner Level,Male,ClassB,0
82,0,Beginner Level,Male,ClassB,1
56,566,Intermediate Level,Male,ClassB,0
89,893,Intermediate Level,Male,ClassB,1
57,576,Expert Level,Male,ClassB,0
48,485,Beginner Level,Male,ClassB,0
69,0,Intermediate Level,Female,ClassA,0
89,894,Intermediate Level,Female,ClassA,1
65,654,Beginner Level,Female,ClassA,0
56,567,Intermediate Level,Female,ClassA,0
45,453,Beginner Level,Female,ClassA,0
44,0,Beginner Level,Female,ClassA,0
44,442,Intermediate Level,Female,ClassA,0
67,0,Intermediate Level,Female,ClassA,0
62,626,Expert Level,Female,ClassA,0
87,0,Beginner Level,Female,ClassA,1
68,683,Intermediate Level,Male,ClassD,0
89,896,Intermediate Level,Male,ClassD,1
64,645,Beginner Level,Male,ClassD,0
64,0,Intermediate Level,Male,ClassD,0
65,0,Beginner Level,Male,ClassD,0
89,0,Beginner Level,Male,ClassD,1
51,516,Intermediate Level,Male,ClassD,0
52,526,Intermediate Level,Male,ClassD,0
70,0,Expert Level,Male,ClassD,0
57,0,Beginner Level,Male,ClassD,0
68,684,Intermediate Level,Female,ClassD,0
68,0,Intermediate Level,Female,ClassD,0
57,572,Beginner Level,Female,ClassD,0
54,544,Intermediate Level,Female,ClassD,0
84,846,Beginner Level,Female,ClassD,1
75,757,Beginner Level,Female,ClassD,0
72,725,Intermediate Level,Female,ClassD,0
71,712,Intermediate Level,Female,ClassD,0
74,742,Expert Level,Female,ClassD,0
72,726,Beginner Level,Female,ClassD,0
85,855,Intermediate Level,Male,ClassA,1
75,0,Intermediate Level,Male,ClassA,0
65,652,Beginner Level,Male,ClassA,0
63,635,Intermediate Level,Male,ClassA,0
76,762,Beginner Level,Male,ClassA,0
75,755,Beginner Level,Male,ClassA,0
79,792,Intermediate Level,Male,ClassA,0
69,693,Intermediate Level,Male,ClassA,0
47,476,Expert Level,Male,ClassA,0
66,662,Beginner Level,Male,ClassA,0
79,795,Intermediate Level,Male,ClassD,0
84,843,Intermediate Level,Male,ClassD,1
68,687,Beginner Level,Male,ClassD,0
85,0,Intermediate Level,Male,ClassD,1
53,536,Beginner Level,Male,ClassD,0
79,0,Beginner Level,Male,ClassD,0
54,0,Intermediate Level,Male,ClassD,0
55,556,Intermediate Level,Male,ClassD,0
69,694,Expert Level,Male,ClassD,0
74,743,Beginner Level,Male,ClassD,0
75,757,Intermediate Level,Female,ClassD,0
85,856,Intermediate Level,Female,ClassD,1
54,0,Beginner Level,Female,ClassD,0
77,777,Intermediate Level,Female,ClassD,0
87,875,Beginner Level,Female,ClassD,1
51,516,Beginner Level,Female,ClassD,0
87,0,Intermediate Level,Female,ClassD,1
82,824,Intermediate Level,Female,ClassD,1
85,855,Expert Level,Female,ClassD,1
65,0,Beginner Level,Female,ClassD,0
86,863,Intermediate Level,Male,ClassB,1
76,764,Intermediate Level,Male,ClassB,0
56,567,Beginner Level,Male,ClassB,0
78,786,Intermediate Level,Male,ClassB,0
77,777,Beginner Level,Male,ClassB,0
81,0,Beginner Level,Male,ClassB,1
77,775,Intermediate Level,Male,ClassB,0
83,833,Intermediate Level,Male,ClassB,1
71,712,Expert Level,Male,ClassB,0
75,755,Beginner Level,Male,ClassB,0
86,864,Intermediate Level,Female,ClassC,1
63,635,Intermediate Level,Female,ClassC,0
74,747,Beginner Level,Female,ClassC,0
64,644,Intermediate Level,Female,ClassC,0
64,0,Beginner Level,Female,ClassC,0
89,895,Beginner Level,Female,ClassC,1
60,0,Intermediate Level,Female,ClassC,0
60,605,Intermediate Level,Female,ClassC,0
67,675,Expert Level,Female,ClassC,0
63,0,Beginner Level,Female,ClassC,0
80,807,Intermediate Level,Male,ClassD,0
60,603,Intermediate Level,Male,ClassD,0
70,703,Beginner Level,Male,ClassD,0
76,766,Intermediate Level,Male,ClassD,0
74,747,Beginner Level,Male,ClassD,0
66,666,Beginner Level,Male,ClassD,0
84,844,Intermediate Level,Male,ClassD,1
61,0,Intermediate Level,Male,ClassD,0
55,556,Expert Level,Male,ClassD,0
87,0,Beginner Level,Male,ClassD,1
31,314,Intermediate Level,Male,ClassA,0
44,445,Intermediate Level,Male,ClassA,0
87,0,Beginner Level,Male,ClassA,1
75,756,Intermediate Level,Male,ClassA,0
69,696,Beginner Level,Male,ClassA,0
79,794,Beginner Level,Male,ClassA,0
86,0,Intermediate Level,Male,ClassA,1
41,416,Intermediate Level,Male,ClassA,0
57,0,Expert Level,Male,ClassA,0
48,485,Beginner Level,Male,ClassA,0
71,714,Intermediate Level,Male,ClassB,0
89,0,Intermediate Level,Male,ClassB,1
87,872,Beginner Level,Male,ClassB,1
79,0,Intermediate Level,Male,ClassB,0
87,873,Beginner Level,Male,ClassB,1
72,726,Beginner Level,Male,ClassB,0
75,756,Intermediate Level,Male,ClassB,0
99,0,Intermediate Level,Male,ClassB,1
88,885,Expert Level,Male,ClassB,1
80,803,Beginner Level,Male,ClassB,0
89,0,Intermediate Level,Male,ClassD,1
85,855,Intermediate Level,Male,ClassD,1
80,803,Beginner Level,Male,ClassD,0
69,692,Intermediate Level,Male,ClassD,0
67,672,Beginner Level,Male,ClassD,0
84,0,Beginner Level,Male,ClassD,1
96,965,Intermediate Level,Male,ClassD,1
89,0,Intermediate Level,Male,ClassD,1
78,787,Expert Level,Male,ClassD,0
78,783,Beginner Level,Male,ClassD,0
65,657,Intermediate Level,Male,ClassD,0
71,0,Intermediate Level,Male,ClassD,0
58,583,Beginner Level,Male,ClassD,0
54,545,Intermediate Level,Male,ClassD,0
81,817,Beginner Level,Male,ClassD,1
85,0,Beginner Level,Male,ClassD,1
61,0,Intermediate Level,Male,ClassD,0
50,502,Intermediate Level,Male,ClassD,0
63,635,Expert Level,Male,ClassD,0
62,624,Beginner Level,Male,ClassD,0
87,874,Intermediate Level,Male,ClassB,1
97,973,Intermediate Level,Male,ClassB,1
83,0,Beginner Level,Male,ClassB,1
40,0,Intermediate Level,Male,ClassB,0
57,575,Beginner Level,Male,ClassB,0
72,0,Beginner Level,Male,ClassB,0
59,592,Intermediate Level,Male,ClassB,0
50,0,Intermediate Level,Male,ClassB,0
88,0,Expert Level,Male,ClassB,1
59,594,Beginner Level,Male,ClassB,0
79,796,Intermediate Level,Female,ClassB,0
76,762,Intermediate Level,Female,ClassB,0
56,566,Beginner Level,Female,ClassB,0
78,785,Intermediate Level,Female,ClassB,0
78,0,Beginner Level,Female,ClassB,0
70,0,Beginner Level,Female,ClassB,0
87,875,Intermediate Level,Female,ClassB,1
54,547,Intermediate Level,Female,ClassB,0
72,726,Expert Level,Female,ClassB,0
56,0,Beginner Level,Female,ClassB,0
70,0,Intermediate Level,Female,ClassB,0
51,512,Intermediate Level,Female,ClassB,0
72,725,Beginner Level,Female,ClassB,0
86,863,Intermediate Level,Female,ClassB,1
77,774,Beginner Level,Female,ClassB,0
78,783,Beginner Level,Female,ClassB,0
73,733,Intermediate Level,Female,ClassB,0
45,454,Intermediate Level,Female,ClassB,0
71,716,Expert Level,Female,ClassB,0
83,834,Beginner Level,Female,ClassB,1
47,0,Intermediate Level,Male,ClassA,0
89,0,Intermediate Level,Male,ClassA,1
44,443,Beginner Level,Male,ClassA,0
85,853,Intermediate Level,Male,ClassA,1
50,504,Beginner Level,Male,ClassA,0
65,654,Beginner Level,Male,ClassA,0
76,766,Intermediate Level,Male,ClassA,0
80,0,Intermediate Level,Male,ClassA,0
46,464,Expert Level,Male,ClassA,0
85,852,Beginner Level,Male,ClassA,1
81,814,Intermediate Level,Male,ClassB,1
72,724,Intermediate Level,Male,ClassB,0
46,466,Beginner Level,Male,ClassB,0
82,822,Intermediate Level,Male,ClassB,1
77,0,Beginner Level,Male,ClassB,0
45,456,Beginner Level,Male,ClassB,0
78,782,Intermediate Level,Male,ClassB,0
84,846,Intermediate Level,Male,ClassB,1
88,0,Expert Level,Male,ClassB,1
41,0,Beginner Level,Male,ClassB,0
51,514,Intermediate Level,Female,ClassA,0
78,784,Intermediate Level,Female,ClassA,0
43,433,Beginner Level,Female,ClassA,0
55,554,Intermediate Level,Female,ClassA,0
49,0,Beginner Level,Female,ClassA,0
71,0,Beginner Level,Female,ClassA,0
75,752,Intermediate Level,Female,ClassA,0
46,463,Intermediate Level,Female,ClassA,0
42,0,Expert Level,Female,ClassA,0
59,594,Beginner Level,Female,ClassA,0
74,746,Intermediate Level,Male,ClassA,0
61,612,Intermediate Level,Male,ClassA,0
59,0,Beginner Level,Male,ClassA,0
50,506,Intermediate Level,Male,ClassA,0
67,676,Beginner Level,Male,ClassA,0
67,675,Beginner Level,Male,ClassA,0
48,486,Intermediate Level,Male,ClassA,0
30,0,Intermediate Level,Male,ClassA,0
88,885,Expert Level,Male,ClassA,1
44,446,Beginner Level,Male,ClassA,0
98,983,Intermediate Level,Female,ClassB,1
98,982,Intermediate Level,Female,ClassB,1
45,454,Beginner Level,Female,ClassB,0
77,774,Intermediate Level,Female,ClassB,0
89,894,Beginner Level,Female,ClassB,1
71,0,Beginner Level,Female,ClassB,0
74,0,Intermediate Level,Female,ClassB,0
70,704,Intermediate Level,Female,ClassB,0
73,735,Expert Level,Female,ClassB,0
85,853,Beginner Level,Female,ClassB,1
60,603,Intermediate Level,Male,ClassC,0
85,853,Intermediate Level,Male,ClassC,1
98,0,Beginner Level,Male,ClassC,1
86,0,Intermediate Level,Male,ClassC,1
72,723,Beginner Level,Male,ClassC,0
65,0,Beginner Level,Male,ClassC,0
71,713,Intermediate Level,Male,ClassC,0
71,0,Intermediate Level,Male,ClassC,0
88,0,Expert Level,Male,ClassC,1
73,735,Beginner Level,Male,ClassC,0
59,593,Intermediate Level,Male,ClassB,0
51,514,Intermediate Level,Male,ClassB,0
54,546,Beginner Level,Male,ClassB,0
86,864,Intermediate Level,Male,ClassB,1
79,795,Beginner Level,Male,ClassB,0
91,915,Beginner Level,Male,ClassB,1
50,503,Intermediate Level,Male,ClassB,0
43,436,Intermediate Level,Male,ClassB,0
81,0,Expert Level,Male,ClassB,1
84,845,Beginner Level,Male,ClassB,1
69,694,Intermediate Level,Female,ClassA,0
69,696,Intermediate Level,Female,ClassA,0
83,836,Beginner Level,Female,ClassA,1
42,426,Intermediate Level,Female,ClassA,0
66,665,Beginner Level,Female,ClassA,0
71,717,Beginner Level,Female,ClassA,0
64,647,Intermediate Level,Female,ClassA,0
64,0,Intermediate Level,Female,ClassA,0
70,706,Expert Level,Female,ClassA,0
70,704,Beginner Level,Female,ClassA,0
99,994,Intermediate Level,Male,ClassC,1
62,625,Intermediate Level,Male,ClassC,0
71,712,Beginner Level,Male,ClassC,0
62,0,Intermediate Level,Male,ClassC,0
72,725,Beginner Level,Male,ClassC,0
85,853,Beginner Level,Male,ClassC,1
87,876,Intermediate Level,Male,ClassC,1
73,736,Intermediate Level,Male,ClassC,0
67,674,Expert Level,Male,ClassC,0
73,0,Beginner Level,Male,ClassC,0
59,593,Intermediate Level,Female,ClassA,0
84,0,Intermediate Level,Female,ClassA,1
65,657,Beginner Level,Female,ClassA,0
60,604,Intermediate Level,Female,ClassA,0
66,0,Beginner Level,Female,ClassA,0
78,782,Beginner Level,Female,ClassA,0
43,432,Intermediate Level,Female,ClassA,0
88,885,Intermediate Level,Female,ClassA,1
61,616,Expert Level,Female,ClassA,0
83,832,Beginner Level,Female,ClassA,1
71,717,Intermediate Level,Female,ClassD,0
75,0,Intermediate Level,Female,ClassD,0
67,674,Beginner Level,Female,ClassD,0
64,644,Intermediate Level,Female,ClassD,0
69,0,Beginner Level,Female,ClassD,0
80,802,Beginner Level,Female,ClassD,0
69,0,Intermediate Level,Female,ClassD,0
82,824,Intermediate Level,Female,ClassD,1
87,872,Expert Level,Female,ClassD,1
80,806,Beginner Level,Female,ClassD,0
71,714,Intermediate Level,Male,ClassC,0
88,886,Intermediate Level,Male,ClassC,1
88,883,Beginner Level,Male,ClassC,1
88,882,Intermediate Level,Male,ClassC,1
89,892,Beginner Level,Male,ClassC,1
65,655,Beginner Level,Male,ClassC,0
71,0,Intermediate Level,Male,ClassC,0
67,673,Intermediate Level,Male,ClassC,0
72,722,Expert Level,Male,ClassC,0
87,876,Beginner Level,Male,ClassC,1
89,893,Intermediate Level,Male,ClassD,1
86,862,Intermediate Level,Male,ClassD,1
87,872,Beginner Level,Male,ClassD,1
61,0,Intermediate Level,Male,ClassD,0
51,517,Beginner Level,Male,ClassD,0
57,576,Beginner Level,Male,ClassD,0
84,845,Intermediate Level,Male,ClassD,1
56,0,Intermediate Level,Male,ClassD,0
74,746,Expert Level,Male,ClassD,0
65,655,Beginner Level,Male,ClassD,0
58,585,Intermediate Level,Male,ClassD,0
89,894,Intermediate Level,Male,ClassD,1
98,985,Beginner Level,Male,ClassD,1
68,685,Intermediate Level,Male,ClassD,0
70,703,Beginner Level,Male,ClassD,0
64,646,Beginner Level,Male,ClassD,0
84,0,Intermediate Level,Male,ClassD,1
59,0,Intermediate Level,Male,ClassD,0
59,597,Expert Level,Male,ClassD,0
87,873,Beginner Level,Male,ClassD,1
63,636,Intermediate Level,Male,ClassD,0
73,0,Intermediate Level,Male,ClassD,0
54,544,Beginner Level,Male,ClassD,0
60,606,Intermediate Level,Male,ClassD,0
72,726,Beginner Level,Male,ClassD,0
59,593,Beginner Level,Male,ClassD,0
61,612,Intermediate Level,Male,ClassD,0
76,765,Intermediate Level,Male,ClassD,0
64,643,Expert Level,Male,ClassD,0
81,0,Beginner Level,Male,ClassD,1
79,796,Intermediate Level,Female,ClassB,0
83,0,Intermediate Level,Female,ClassB,1
81,814,Beginner Level,Female,ClassB,1
71,0,Intermediate Level,Female,ClassB,0
83,833,Beginner Level,Female,ClassB,1
79,0,Beginner Level,Female,ClassB,0
71,712,Intermediate Level,Female,ClassB,0
45,456,Intermediate Level,Female,ClassB,0
70,707,Expert Level,Female,ClassB,0
78,786,Beginner Level,Female,ClassB,0
81,815,Intermediate Level,Male,ClassA,1
57,572,Intermediate Level,Male,ClassA,0
46,0,Beginner Level,Male,ClassA,0
52,0,Intermediate Level,Male,ClassA,0
50,503,Beginner Level,Male,ClassA,0
48,486,Beginner Level,Male,ClassA,0
89,894,Intermediate Level,Male,ClassA,1
76,765,Intermediate Level,Male,ClassA,0
48,0,Expert Level,Male,ClassA,0
52,525,Beginner Level,Male,ClassA,0
72,0,Intermediate Level,Female,ClassA,0
49,493,Intermediate Level,Female,ClassA,0
53,0,Beginner Level,Female,ClassA,0
50,0,Intermediate Level,Female,ClassA,0
52,0,Beginner Level,Female,ClassA,0
46,465,Beginner Level,Female,ClassA,0
61,613,Intermediate Level,Female,ClassA,0
49,0,Intermediate Level,Female,ClassA,0
82,826,Expert Level,Female,ClassA,1
37,0,Beginner Level,Female,ClassA,0
63,0,Intermediate Level,Male,ClassC,0
67,0,Intermediate Level,Male,ClassC,0
67,0,Beginner Level,Male,ClassC,0
62,0,Intermediate Level,Male,ClassC,0
74,745,Beginner Level,Male,ClassC,0
62,624,Beginner Level,Male,ClassC,0
72,0,Intermediate Level,Male,ClassC,0
88,887,Intermediate Level,Male,ClassC,1
69,695,Expert Level,Male,ClassC,0
62,622,Beginner Level,Male,ClassC,0
72,727,Intermediate Level,Male,ClassE,0
75,757,Intermediate Level,Male,ClassE,0
74,0,Beginner Level,Male,ClassE,0
71,715,Intermediate Level,Male,ClassE,0
93,936,Beginner Level,Male,ClassE,1
73,0,Beginner Level,Male,ClassE,0
82,827,Intermediate Level,Male,ClassE,1
71,0,Intermediate Level,Male,ClassE,0
94,945,Expert Level,Male,ClassE,1
86,867,Beginner Level,Male,ClassE,1
73,735,Intermediate Level,Female,ClassD,0
69,695,Intermediate Level,Female,ClassD,0
55,0,Beginner Level,Female,ClassD,0
89,0,Intermediate Level,Female,ClassD,1
72,726,Beginner Level,Female,ClassD,0
88,884,Beginner Level,Female,ClassD,1
52,0,Intermediate Level,Female,ClassD,0
65,652,Intermediate Level,Female,ClassD,0
60,604,Expert Level,Female,ClassD,0
78,785,Beginner Level,Female,ClassD,0
84,844,Intermediate Level,Male,ClassE,1
73,732,Intermediate Level,Male,ClassE,0
77,775,Beginner Level,Male,ClassE,0
75,0,Intermediate Level,Male,ClassE,0
98,982,Beginner Level,Male,ClassE,1
77,777,Beginner Level,Male,ClassE,0
71,712,Intermediate Level,Male,ClassE,0
71,713,Intermediate Level,Male,ClassE,0
82,824,Expert Level,Male,ClassE,1
86,862,Beginner Level,Male,ClassE,1
89,0,Intermediate Level,Male,ClassD,1
51,514,Intermediate Level,Male,ClassD,0
53,534,Beginner Level,Male,ClassD,0
65,0,Intermediate Level,Male,ClassD,0
79,792,Beginner Level,Male,ClassD,0
79,0,Beginner Level,Male,ClassD,0
60,607,Intermediate Level,Male,ClassD,0
68,684,Intermediate Level,Male,ClassD,0
54,543,Expert Level,Male,ClassD,0
71,713,Beginner Level,Male,ClassD,0
76,0,Intermediate Level,Female,ClassE,0
95,0,Intermediate Level,Female,ClassE,1
92,0,Beginner Level,Female,ClassE,1
81,0,Intermediate Level,Female,ClassE,1
76,0,Beginner Level,Female,ClassE,0
78,785,Beginner Level,Female,ClassE,0
97,973,Intermediate Level,Female,ClassE,1
81,0,Intermediate Level,Female,ClassE,1
94,945,Expert Level,Female,ClassE,1
78,785,Beginner Level,Female,ClassE,0
64,0,Intermediate Level,Male,ClassA,0
74,0,Intermediate Level,Male,ClassA,0
85,857,Beginner Level,Male,ClassA,1
49,0,Intermediate Level,Male,ClassA,0
64,647,Beginner Level,Male,ClassA,0
44,445,Beginner Level,Male,ClassA,0
43,433,Intermediate Level,Male,ClassA,0
50,0,Intermediate Level,Male,ClassA,0
50,502,Expert Level,Male,ClassA,0
51,515,Beginner Level,Male,ClassA,0
73,734,Intermediate Level,Female,ClassA,0
86,863,Intermediate Level,Female,ClassA,1
43,435,Beginner Level,Female,ClassA,0
48,482,Intermediate Level,Female,ClassA,0
48,486,Beginner Level,Female,ClassA,0
61,614,Beginner Level,Female,ClassA,0
59,594,Intermediate Level,Female,ClassA,0
48,0,Intermediate Level,Female,ClassA,0
85,852,Expert Level,Female,ClassA,1
85,853,Beginner Level,Female,ClassA,1
57,574,Intermediate Level,Male,ClassD,0
79,0,Intermediate Level,Male,ClassD,0
91,915,Beginner Level,Male,ClassD,1
51,514,Intermediate Level,Male,ClassD,0
67,675,Beginner Level,Male,ClassD,0
86,0,Beginner Level,Male,ClassD,1
51,0,Intermediate Level,Male,ClassD,0
87,875,Intermediate Level,Male,ClassD,1
88,0,Expert Level,Male,ClassD,1
70,0,Beginner Level,Male,ClassD,0
51,513,Intermediate Level,Male,ClassD,0
83,837,Intermediate Level,Male,ClassD,1
67,673,Beginner Level,Male,ClassD,0
75,0,Intermediate Level,Male,ClassD,0
72,0,Beginner Level,Male,ClassD,0
85,852,Beginner Level,Male,ClassD,1
57,573,Intermediate Level,Male,ClassD,0
51,513,Intermediate Level,Male,ClassD,0
85,857,Expert Level,Male,ClassD,1
78,783,Beginner Level,Male,ClassD,0
43,437,Intermediate Level,Male,ClassA,0
65,654,Intermediate Level,Male,ClassA,0
82,826,Beginner Level,Male,ClassA,1
85,853,Intermediate Level,Male,ClassA,1
59,0,Beginner Level,Male,ClassA,0
67,677,Beginner Level,Male,ClassA,0
62,622,Intermediate Level,Male,ClassA,0
42,426,Intermediate Level,Male,ClassA,0
87,0,Expert Level,Male,ClassA,1
85,857,Beginner Level,Male,ClassA,1
